gt,prompt
菠萝,请用一个词回答，什么被定义为'一种原产勒南美洲巴西、巴拉圭个亚马逊河流域一带个热带水果，乃朝已勒热带地区广泛种植'？
番石榴,请用一个词回答，什么被定义为'一种热带水果，其果实内含有大量的小颗粒，每个颗粒都包裹在透明的果肉中'？
橙子,请用一个词回答，什么被定义为'一种常见的柑橘类水果，呈圆形，外皮为橙色'？
羊蝎子,请用一个词回答，什么被定义为'指羊的脊椎骨和附着在上面的肉，是一种常见的烹饪食材，尤其在烧烤和火锅中很受欢迎'？
三文鱼,请用一个词回答，什么被定义为'对渔业有很高商业价值的数种鲑形目鲑科鲑亚科的广盐性条鳍鱼的通称'？
金枪鱼,请用一个词回答，什么被定义为'一种海水鱼类，属于鲭科下面的金枪鱼族'？
牡蛎,请用一个词回答，什么被定义为'一种生活在海洋或淡水中的贝壳类动物，以其肉质鲜美和能够产生珍珠而闻名'？
数字电视,请用一个词回答，什么被定义为'一种使用数字信号进行广播的电视技术，提供了比传统模拟电视更高的画质和声音质量'？
录像机,请用一个词回答，什么被定义为'用来将电视影像和声音记录下来，并加以重新播放出的机器'？
数码相机,请用一个词回答，什么被定义为'一种利用电子感测器把光学影像转换成电子数据的照相机'？
卫生巾,请用一个词回答，什么被定义为'妇女经期使用的卫生用品'？
避孕套/安全套,请用一个词回答，什么被定义为'一种护套形的屏障器具，主要应用于性交过程中，用以减低感染性传播疾病和女性怀孕的风险'？
圆珠笔,请用一个词回答，什么被定义为'现代的一种书写工具，利用笔杆末端的一颗走珠来分配墨水，使书写者不用像在使用钢笔一样时常抽墨水补充'？
创可贴,请用一个词回答，什么被定义为'一种小型简易的医护用品，常使用在一些较小的伤口上，具有止血作用'？
桑拿浴/桑拿,请用一个词回答，什么被定义为'指在封闭房间内用蒸气或乾热对人体理疗的过程，使人大量出汗'？
复印件,请用一个词回答，什么被定义为'通过复印机复制原始文件或图片所得到的副本'？
通行证,请用一个词回答，什么被定义为'大陆居民往来台湾通行证的简称'？
一米线/一米等待线,请用一个词回答，什么被定义为'距离营业窗又或柜台前一米远的地面上画出的横线'？
空乘人员,请用一个词回答，什么被定义为'在飞机上负责为乘客提供服务和确保飞行安全的工作人员'？
机场大巴,请用一个词回答，什么被定义为'往返市内与机场的接送旅客的专用客车'？
空中客车,请用一个词回答，什么被定义为'一家总部位于欧洲的全球领先的飞机制造公司'？
动车,请用一个词回答，什么被定义为'时速在200~250公里的铁路线路'？
普快/普通快速列车,请用一个词回答，什么被定义为'车次没有用字母表示类别'？
乘警,请用一个词回答，什么被定义为'火车上负责治安保卫工作的警察'？
铁警,请用一个词回答，什么被定义为'负责铁路安全保卫工作的警察'？
磁悬浮列车,请用一个词回答，什么被定义为'利用电磁作用力，在轨道上方悬浮、高速前进的列车'？
旅客信息中心,请用一个词回答，什么被定义为'为旅客提供旅行信息建议和帮助的服务设施'？
站台,请用一个词回答，什么被定义为'供乘客上下车或等待交通工具的地方，常见于火车站、公交站'？
站台票,请用一个词回答，什么被定义为'一种让持票者有权在火车站的站台上接送乘客但不乘坐火车的票'？
地铁,请用一个词回答，什么被定义为'一种在地下或地面上运行的城市公共交通工具'？
屏蔽门,请用一个词回答，什么被定义为'屏蔽门是一种用于阻挡电磁波传播的特殊门。'？
中转站,请用一个词回答，什么被定义为'指在运输过程中，货物或者人员需要暂时停留，更换交通工具或者方向的地方'？
公交枢纽站,请用一个词回答，什么被定义为'一个集中了多条公交线路的交通节点，乘客可以在此站点换乘不同的公交线路'？
公共交通,请用一个词回答，什么被定义为'指由政府或私人公司提供的，供公众使用的大众运输服务，如公交车'？
公交车,请用一个词回答，什么被定义为'一种公共交通工具，主要用于城市内部或城市之间的乘客运输'？
售票员,请用一个词回答，什么被定义为'在电影院、火车站、公交站等地方负责售卖票据的工作人员'？
老幼病残孕专座,请用一个词回答，什么被定义为'公共交通工具上为有需要的乘客群体如老人、儿童、病人划定的座位'？
立交桥,请用一个词回答，什么被定义为'一种交通枢纽设施，通过设置不同层级的桥梁使得交叉的道路能够互不干扰地交通'？
道口,请用一个词回答，什么被定义为'铁路和平面道路交叉的地方'？
转盘,请用一个词回答，什么被定义为'指交叉路口中间分流车辆的环形岛'？
警示桶,请用一个词回答，什么被定义为'一种用于警告和指示的安全设施，通常在道路施工，交通管制等场所使用'？
隔离墩,请用一个词回答，什么被定义为'设置在道路中间或两侧，用于隔离车道，保护行人和非机动车辆安全的交通设施'？
高𡶶时刻,请用一个词回答，什么被定义为'指在一定时间周期内相关服务的使用频率极高，以至于出现拥塞或服务质量降低的一段时间'？
出租汽车,请用一个词回答，什么被定义为'一种提供有偿载客服务的公共交通工具'？
打的,请用一个词回答，什么被定义为'打的是中国的口语表达'？
起步价,请用一个词回答，什么被定义为'指服务或商品的最低收费标准，即无论服务或商品的使用量如何，都需要支付的最低费用'？
班车,请用一个词回答，什么被定义为'指按照固定的时间和路线运行，用于接送员工，学生等特定群体的交通工具'？
面包车,请用一个词回答，什么被定义为'一种中小型的，通常用于运输货物或者人员的封闭式汽车'？
协警,请用一个词回答，什么被定义为'协助公安工作的警务辅助人员'？
长途汽车,请用一个词回答，什么被定义为'一种设计用于长距离旅行的大型公共交通工具'？
私家车,请用一个词回答，什么被定义为'个人或家庭拥有并用于个人或家庭出行的汽车'？
黑车,请用一个词回答，什么被定义为'指未经过正规注册或未取得合法营运许可，私自从事载客或货运活动的非法出租车'？
房车,请用一个词回答，什么被定义为'一种具有居家必备基本设施的汽车，俗称“车轮上的家”'？
拖挂车,请用一个词回答，什么被定义为'一种没有动力，需要由汽车或其他动力车辆牵引的车辆'？
自行车,请用一个词回答，什么被定义为'一种有两个轮子，由人力脚踏驱动的交通工具'？
山地车,请用一个词回答，什么被定义为'一种特殊设计用于山地骑行的自行车，具有强大的越野能力和耐用性'？
摩托,请用一个词回答，什么被定义为'一种两轮或三轮的机动车辆，主要用于个人或小型货物的运输'？
踏板摩托车,请用一个词回答，什么被定义为'一种结合了自行车踏板和摩托车动力系统的交通工具'？
车距,请用一个词回答，什么被定义为'指一辆车与前方车辆的距离'？
交通拥堵,请用一个词回答，什么被定义为'指由于车辆过多或道路状况不佳，导致车辆无法正常，顺畅地行驶的情况'？
追尾,请用一个词回答，什么被定义为'指一辆车在行驶过程中，由于距离前车过近或反应不及，撞上前车的尾部的交通事故'？
酒精测试仪,请用一个词回答，什么被定义为'一种用于检测人体呼出气体中酒精含量的设备，常用于酒驾检测'？
驾校,请用一个词回答，什么被定义为'一种教育机构，专门负责教授和训练学员驾驶技术，帮助他们获取驾驶执照'？
违规记分,请用一个词回答，什么被定义为'一种对违反规定或行为不当的个体进行惩罚的制度，通常以积累一定分数后会受到相应的处罚'？
